@relation four-1

@attribute tweets String
@attribute authors{saadhariri,salehelnaami,sameh_asker,shamma}

@data
'باحث صهيوني يئير نهوراي كتب يوم مقال هارتس اعتبر تفكك نظام ديموقراطي اسرائيل مساله وقت تحول اسرائيل دوله شريعه متطرف مؤكد اعتبر حدث انتخاب وشى',salehelnaami
'ؤلاء مستوطن مغتصب مسجد ابراهيمي واقع احتلال عماره مسلم ل خضع هوى صهيوني محتل صهيوني يدنسونه حربه جندي صاغ خبر نسي فلسطين احتلال الله مستعان',salehelnaami
'صله غزل نتنياهو محمد ابن زايد احتفى اخير تحالف اسرائيل دلل وجوب اندحار معسكر ثوره مضاد ابن زايد تجاهل نتنياهو حال تزويد امريكا اماره طائره اف 35 زعم حكم امكن سقط سلاح خطير سقط يد خطا',salehelnaami
'ناصر تيار ديني حريدي قدس محتل واجه شرطه رفض انصياع تعليم حكومه مواجهه كورونا كثير مرجعي تيار اعتبر انتشار فيروس مسوغ وقف مظهر تعبد جماعي سيما الكنس طبع نتنياهو حطم قاعده تعامل سبب ثقل سياسي',salehelnaami
'لى وقف اسلامي قدس اردن اسراع فتح مسجد اقصى مصلي سيما فتح مسجد ضفه صهيوني راهن توظيف اغلاق اقصى محاوله شروع فرض سياده صهيوني فتح كنس حق ل مطالبه اغلاق حرم حجه كورونا',salehelnaami
'اعلام اسرائيلي يستهجن ترويج وزير خارجيه اماره مقال دعا فلسطيني عدم رفض صفقه قرن علم معظم معلق صهيوني انتقد صفقه كون قاد سلام اجحاف شكل مبلغ فلسطيني شعب فلسطين متمسك حق خيبه صغير طاغي',salehelnaami
'يافط فجر يوم جماعه دينيهيهوديه قدس محتل احتجاج اجراء مواجهه كورونا اعتبر كفر فاق خطر فيروس فضل كورونا مس حرمه سبت حاخام عد مرض وباء قتل 3 يهودي تخلف بدائي مسكو',salehelnaami
'ذكرى استشهاد سفير صهيوني سابق مصر اسحك فن سيسي منهاج تعليم مصري عد ذكر صلاح دين ايوبي تحرير قدس عد تم عرض اسرائيل طالب مدرسه مصري مجرم جانب منهاج ان جديد اشاد سلام',salehelnaami
'صادر صحي صهيوني حاخام اكبر سابق اسرائيل الياهو بكشدرون اصاب كورو حاله حرج',salehelnaami
'حديث دار فن مقابل فن اعرض مجدد مقدمه اغنيه انتقام مطرب صهيوني دوف شورن اغنيه رواج قطاع واسع صهيوني اذكرني يا رب امدني قوه فقط يا رب مكني انتقام مكني فلسطيني',salehelnaami
'ارتس مستوطن يهودي كثف اعتداء فلسطيني ضفه غربي كورونا اسف حمى فقط جيش احتلال تعاون امني سلطه عباس جيش ايض',salehelnaami
'تنياهو نشر قليل صوره جمع سفير واشنطون رون درمر سكرتير خاص تحدث يوم يوم تاريخي نسبه اسرائيل قصد ترامب منح يوم ضم غور اردن فور حال ترامب باع ارض عربي مقابل تحسين فرصه نتنياهو فوز انتخاب مر',salehelnaami
'امر تعقد نتنياهو معارضه كافه طيف ايدلوجي ملك اغلبيه مطلق مشروع قانون حظر تكليف شخص متهم قضيه فساد تشكيل حكومه طبع مقصود نتنياهو هدف اخراج حياه سياسي تكليف شخص اخر ليكود تشكيل حكومه وحده منع اجراء جوله انتخاب رابع',salehelnaami
'دد كبير حاخام ادى صلاه وقف كورونا',salehelnaami
'ئيس كونجرس يهودي عالمي رون اودر اسرائيل تحول دوله ديني توجه خلاصيه متطرف فعل املاء حزب ديني حكومه طبع شهاده راق متصهين عربي ممجدي اسرائيل',salehelnaami
'قال شراكه صيني ايراني درس عربي',salehelnaami
'خبر نشر صحيفه دفار صهيوني 1982 رفض حاخام اسرائيل تطبيع لبنان انتخاب بشير جميل خشيه ادى زواج مختلط لبناني رفض تطبيع دوله وقع حكم احد اداه طيع زمن مبكر متهافتون صهيوني جنى دائم خيبه',salehelnaami
'تنياهو امكن جر كيان صهيوني جوله انتخاب رابع خامس فقط نجا محاكمه تبعه مترتب نتنياهو حيد كوابح عصف منظومه توازن افترض حكم نظام سياسي احد اهم مقوم قوه كيان تيه عاش محيط عربي',salehelnaami
'كشف 24 اسرائيل زود اثيوبيا منظومه دفاع جوي تامين سد نهضه دل صهيوني معني احياء حلف طرف قائم اثيوبيا ماضي اسرائيل معني استنزاف مصر شك استقرار نظام سيسي خشي تبعه تغيير مصر اجل عاجل لذا تتحوط',salehelnaami
'صطف نخبه صهيوني شكل خاص يميني ضد احتجاج تمييز عنصريفي ولايه متحد اعتبار مارس كيان صهيوني ضد شعب فلسطيني قارن بشاعه حدث امريكا علم حديث فلسطين دار احتلال بغيض مجرد تمييز خلفيه عرقي',salehelnaami
'روفايل مصاب كورو كيان صهيوني اختلف بروفايل عام مريض معظم شاب تدهور حاله شاب عدد مصاب ان 7 ۰ 5 مصاب فيروس ادى انضمام 45 ۰ الف صهيوني عاطل عمل',salehelnaami
'كتاب جاسوس كامل مؤلف يوسي ميلمان كشف باكوره تخطيط اسرائيل نهايه اربعيني قرن ماضي مس نهر نيل هدف ضغط مصر ماساه نظام سيسي عزز علاقه كيان صهيوني تجاهل شرى واسع كيان اثيوبيا تحديد ازمه سد نهضه',salehelnaami
'نتنياهو اقترح تعيين ابن غفير صوره زعيم حركه منع يهودي متطرف سفير شرط عدم ترشح برلمان ابن غفير مكتب صوره غولدشتين منفذ مجزره مسجد ابراهيمي وعد صديق سلوك دل اسرائيل جمهوريه موز مصدر قوه اهم محيط عربي ادار نظم حكم وظيفي',salehelnaami
'موساد كشف عمل استهداف امن اخر ستيني قرن ماضي عبر دعم جبهه شعبيه تحرير فقط دفع 3 ۰ الف جندي سوداني تواجد ضفه غربي قناه سويس دعم جيش مصري مغادره برهان احتفى لقاء نتنياهو',salehelnaami
'راسي مهمه دكتور بريء نزار ريان مؤسسه استخبار دوله اسلامي اهم اشار تركيز استخبار اسلامي تجنيد مصدر بشريه جلب معلومه تجنيد نساء عدو جهد عظيم حق',salehelnaami
'ظاهر ترهل جهاز صحي كيان صهيوني فضح نقاش كنيست يوم مفاجاه رغم منع اسرائيل اقتصادي تكنلوجي هوس مواجهه خطر وجود خصص جل مورد ذاتي جانب عسكري حساب مدني فسر عجز مواجهه حريق 2 ۰ 1 ۰ و 2 ۰ 15',salehelnaami
'تنياهو تحدث مجدد افتخار فرع حزب ليكود سعوديه طبع قصد جماعه متصهين دافع حزب داخل رياض توجيه والي امر',salehelnaami
'اركتير هارتس ظهر تعاظم نفوذ وزير متدين تيار حريدي حكومه نتنياهو استغل ازمه سياسي املاء مطلب ضمان تحقيق مصلحه تيار مؤسسه تابع ل',salehelnaami
'حاكم اماره اثار سخريه صهيوني مقال مهم انشيل بيبر هارتس حكى اماره دفع ثمن كبير عبر توقيع اتفاق تطبيع اسرائيل مقابل مخطط ضم نتنياهو نوى تنفيذ اصل اعتبار داخلي',salehelnaami
'تنياهو نشر صوره عمل سخخرف اسرائيلي اعتقل روسيا حجه تهريب مخدر والد ان اصدر بوتين عفو نتنياهو قدم ورقي انتخابي ل بوتين ترامب خدمه حمله نتنياهو انتخابي',salehelnaami
'حاخام يعكوف ارئيل احد اهم مرجعي افتاء اسرائيل حرم يهودي تاجير شقه مسيحي مسيحي ديانه وثني حرم تعبد ب ارض اسرائيل طيب موقف فاتيكان ترامب هاجم تحريض اسلامي عربي متحمس محاربه تحريض',salehelnaami
'صدر يوم كتاب فقه توحش مسكوت مقصد فتوى حاخام تاثير صراع مجتمع اسرائيلي دار جسر بيروت كتاب توفر قريب مكتبه سبب ظرف سائد عقب كورونا',salehelnaami
'سفير صهيوني سابق قاهره حاييم كور تحدث دفء استراتيجي اسرائيل نظام سيسي شرح وظف نتنياهو نظام تنفيذ استراتيجيه اداره ازمه مواجهه قضيه فلسطيني',salehelnaami
'ضجه اسرائيل عقب فشل طالب حصول نتيجه مرضي امتحان فيزا عالمي قاس قدره طالب مجال قراءه رياضيه علم اسرائيل حل مرتبه 37',salehelnaami
'شر مقال صحيفه اسرائيلي هاجم ترامب صفقه وصفه تاجيج صراع انحياز شكل اعمى صهيوني تبارك وزاره خارجيه مصري صفقه رحب ب',salehelnaami
